id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
12973,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Men Court Switch White Sports Shoes
12974,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Men Ambition Logo White Sports Shoes
12975,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,ADIDAS Men Allegra Grey Sports Shoes
12976,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Men Athlos White Sports Shoes
12977,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ADIDAS Men Marathon Black Sports Shoes
12978,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011,Sports,ADIDAS Men F10 Trx Blue Sports Shoes
12979,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Women Core 50 White Sports Shoes
12980,Men,Footwear,Flip Flops,Flip Flops,Brown,Fall,2011,Casual,ADIDAS Mens Calo Lea M Brown Flip Flops
12981,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual,ADIDAS Mens Calo 3 Black Flip Flops
12982,Women,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual,ADIDAS Women Calo 3  Black Flip Flops
12983,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual,ADIDAS Mens Calo 3 Black Flip Flops
12984,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Fila Men Agony Black Shoes
12985,Men,Footwear,Shoes,Casual Shoes,Olive,Fall,2010,Casual,Fila Men Mountainaire Olive Casual Shoes
12986,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Fila Men Agony White Shoes
12987,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010,Casual,Fila Men Mountainaire Black Casual Shoe
12988,Women,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,United Colors Of Benetton Women Womenlight Winter Black Sweaters Black Sweaters
12989,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Kids Duramo Synthetic White Sports Shoes
12990,Unisex,Footwear,Shoes,Sports Shoes,Purple,Fall,2011,Sports,ADIDAS Kids Unisex Adispeed Purple Sports Shoes
12991,Unisex,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,ADIDAS Kids Unisex Uraha Grey Sports Shoes
12992,Unisex,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,ADIDAS Kids Unisex HyperRun Silver Sports Shoes
12993,Unisex,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ADIDAS Kids Adispeed Black Sports Shoes
12994,Boys,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ADIDAS Kids Boys Duramo Synthetic Black Sports Shoes
12995,Boys,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Timberland Kids Boys Brown Casual Shoes
12996,Boys,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Timberland Kids Boys Brown Casual Shoes
12997,Boys,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Timberland Kids Boys Casual Brown Casual Shoes
12998,Boys,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Timberland Kids Boys Casual Black Casual Shoes
12999,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Flats
13000,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Heels
13002,Women,Footwear,Shoes,Heels,Red,Winter,2012,Casual,Inc 5 Women Casual Red Flats
13003,Women,Footwear,Shoes,Heels,Blue,Winter,2012,Casual,Inc 5 Women Casual Blue Flats
13012,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Flats
13013,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Wedges
13014,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Heels
13015,Women,Footwear,Shoes,Flats,Maroon,Fall,2011,Casual,Inc 5 Women Casual Maroon Sandals
13016,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Inc 5 Women Casual Brown Wedges
13018,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Flats
13019,Women,Footwear,Shoes,Heels,Pink,Winter,2012,Casual,Inc 5 Women Casual Pink Heels
13023,Women,Footwear,Shoes,Heels,Red,Winter,2012,Casual,Inc 5 Women Casual Red Heels
13025,Women,Footwear,Shoes,Heels,Maroon,Winter,2012,Casual,Inc 5 Women Casual Maroon Flats
13026,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Inc 5 Women Casual Gold Heels
13027,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Inc 5 Women Casual Gold Flats
13028,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Heels
13031,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Inc 5 Women Casual Brown Heels
13033,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Heels
13035,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Heels
13036,Women,Footwear,Shoes,Heels,Beige,Winter,2012,Casual,Inc 5 Women Casual Beige Wedges
13037,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Flats
13039,Women,Footwear,Shoes,Heels,White,Winter,2012,Casual,Inc 5 Women Casual White Flats
13040,Women,Footwear,Shoes,Heels,Blue,Winter,2012,Casual,Inc 5 Women Casual Blue Flats
13042,Women,Footwear,Shoes,Flats,Brown,Winter,2012,Casual,Inc 5 Women Brown Heels
13044,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Wedges
13045,Women,Footwear,Shoes,Flats,Maroon,Winter,2012,Casual,Inc 5 Women Casual Maroon Sandals
13047,Women,Footwear,Shoes,Heels,White,Winter,2012,Casual,Inc 5 Women Casual White Wedges
13048,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Spykar Men Green Printed T-shirt
13049,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,Spykar Men Stripes Black Sweaters
13050,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Spykar Men Check White Shirts
13051,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Spykar Men Check Blue Shirts
13052,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Black Dial Watch 1478SM01
13053,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Women Black Dial Watch 2166SL01
13054,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Fastrack Women Gold Dial White Watches
13055,Women,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Fastrack Women Steel Body Steel Watches
13056,Women,Accessories,Watches,Watches,Burgundy,Winter,2016,Casual,Fastrack Women Burgundy Dial Watch 2166SL02
13057,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Fastrack Women White Dial Watch 2298SM02
13058,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Women Funky Digits Black Watches
13059,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Fastrack Men Broad Strap Steel Watches
13060,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Fastrack Men Square Dial Steel Watches
13061,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Thread Stich Black Watches
13062,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Date Black Watches
13063,Men,Accessories,Watches,Watches,Brown,Winter,2016,Casual,Fastrack Men Smooth Finish Strap Black Watches
13064,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Numero Uno Men Black Casual Shoes
13065,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Numero Uno Men Black Casual Shoes
13066,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Casual Shoes
13067,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Shoes
13068,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Numero Uno Men Black Casual Shoes
13069,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2012,Casual,Numero Uno Men Green Casual Shoes
13070,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,Numero Uno Men Black Casual Shoes
13071,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Numero Uno Men Black Casual Shoes
13072,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Numero Uno Men Black Casual Shoes
13073,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,Numero Uno Men White Shoes
13074,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Numero Uno Men Brown Casual Shoes
13075,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,Numero Uno Men Black Shoes
13076,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Numero Uno Men Black Casual Shoes
13077,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,Numero Uno Men White Casual Shoes
13078,Men,Footwear,Shoes,Casual Shoes,White,Winter,2012,Casual,Numero Uno Men White Casual Shoes
13079,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Casual Shoes
13080,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,Numero Uno Men Black Casual Shoes
13081,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Casual Shoes
13082,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Casual Shoes
13083,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2012,Casual,Numero Uno Men Red Casual Shoes
13084,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Casual Shoes
13085,Unisex,Footwear,Shoes,Casual Shoes,Pink,Fall,2011,Casual,Timberland Unisex Casual Pink Casual Shoes
13086,Unisex,Footwear,Shoes,Casual Shoes,Gold,Fall,2011,Casual,Timberland Unisex Casual Gold Casual Shoes
13087,Unisex,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Timberland Unisex Casual Brown Casual Shoes
13088,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Sports,ADIDAS Men NBA Bold Red T-shirts
13089,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Sports,ADIDAS Men Lfc Auth Hood Grey Sweatshirts
13090,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Sports,ADIDAS Men NBA Bold Yellow T-shirts
13091,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,ADIDAS Men Cr_Ess 3sfzhood Grey Sweatshirts
13092,Men,Apparel,Topwear,Jackets,White,Fall,2011,Casual,ADIDAS Men Bnce T-Top White Jackets
13093,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,ADIDAS Men Badge P/O Black Sweaters
13094,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011,Casual,ADIDAS Men Badge P/O Grey Sweaters
13095,Men,Apparel,Topwear,Sweatshirts,Green,Fall,2011,Sports,ADIDAS Men Cfc Auth Hood Green Sweatshirts
13096,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Sports,ADIDAS Men NBA BoldBlue T-shirts
13097,Men,Apparel,Topwear,Sweaters,Red,Fall,2011,Casual,ADIDAS Men Knit Purple Sweaters
13098,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Sports,ADIDAS Men NBA Bold Green T-shirts
13099,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011,Casual,ADIDAS Men Stadium Fz Po Blue Sweaters
13100,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Sports,ADIDAS Men Cr_Ess 3s Sltee White T-Shirts
13101,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,ADIDAS Men F50 Cl Tee Black T-Shirts
13102,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011,Casual,ADIDAS Men Sf Striped Hood White Sweatshirts
13103,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,ADIDAS Men Sf Striped Hood Black Sweatshirts
13104,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Casual,ADIDAS Men Bnce T-Top Black Jackets
13105,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Sports,ADIDAS Men Ess 3s Rainjkt Black Jackets
13106,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,ADIDAS Men Sf Striped Hood Blue Sweatshirts
13107,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,ADIDAS Men Cr_Ess 3s Black T-Shirts
13108,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2011,Sports,ADIDAS Men Pant Climalite Blue Track Pants
13109,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011,Sports,ADIDAS Men Pant Climalite Black Track Pants
13110,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011,Sports,ADIDAS Men Rsp Ds 7in Navy Blue Shorts
13111,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011,Sports,ADIDAS Men F 50 Style Black Shorts
13112,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011,Sports,ADIDAS Men Rsp Ds 7in Black Shorts
13113,Men,Apparel,Bottomwear,Shorts,Khaki,Fall,2011,Casual,ADIDAS Men HT Khakhi Short
13114,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013,Casual,Numero Uno Men Casual White Casual Shoes
13115,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Numero Uno Men Casual Black Casual Shoes
13116,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Numero Uno Men Black Shoes
13117,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Numero Uno Men Black Shoes
13118,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Shoes
13120,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2011,Sports,ADIDAS Men Ess 3s Rainjkt Navy Blue Jackets
13121,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Lee Cooper Men Formal Brown Casual Shoes
13122,Men,Footwear,Sandal,Sandals,Brown,Fall,2011,Casual,Lee Cooper Men Brown Sandals
13123,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012,Formal,Lee Cooper Men Brown Formal Shoes
13124,Men,Footwear,Shoes,Formal Shoes,Tan,Fall,2012,Formal,Lee Cooper Men Tan Formal Shoes
13125,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012,Formal,Lee Cooper Men Brown Formal Shoes
13126,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011,Formal,Lee Cooper Men Brown Formal Shoes
13127,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual,Lee Cooper Men Brown Casual Shoes
13128,Men,Footwear,Sandal,Sandals,Brown,Fall,2011,Casual,Lee Cooper Men Brown Sandals
13129,Men,Footwear,Sandal,Sandals,Brown,Fall,2012,Casual,Lee Cooper Men Olive Slippers
13130,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Provogue Men Brown Casual Shoes
13131,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012,Formal,Provogue Men Brown Formal Shoes
13132,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Provogue Men Brown Casual Shoes
13133,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012,Formal,Provogue Men Brown Formal Shoes
13134,Men,Footwear,Sandal,Sandals,Red,Spring,2012,Casual,iD Men Casual Red Sandals
13135,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012,Casual,iD Men Blue Casual Shoes
13136,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,iD Men White Casual Shoes
13137,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2012,Casual,iD Men Green Casual Shoes
13138,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012,Casual,iD Men Blue Casual Shoes
13139,Men,Footwear,Shoes,Casual Shoes,Olive,Spring,2012,Casual,Lee Cooper Men Olive Casual Shoes
13143,Women,Footwear,Shoes,Heels,Silver,Winter,2012,Casual,Inc 5 Women Casual Silver Flats
13144,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Heels
13146,Women,Footwear,Shoes,Heels,Silver,Winter,2012,Casual,Inc 5 Women Casual Bronze Heels
13150,Women,Footwear,Shoes,Heels,Multi,Winter,2012,Casual,Inc 5 Women Casual Multi Heels
13151,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Puma Men Jersey Blue Polo Tshirts
13152,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Puma Men Scribble White Tshirts
13153,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Puma Men Ribbon Red Tshirts
13154,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Puma Men Scribble Black Tshirts
13155,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Puma Men Vintage No.1 Logo Blue Tshirts
13156,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Puma Men Jersey Green Polo Tshirts
13157,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Puma Men Jersey Black Polo Tshirts
13158,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Puma Women Festival Fuchsia Pink Tshirts
13159,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Puma Women Dark Heather Fuchsia Grey Tshirts
13160,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Puma Women MC Pink Tshirts
13161,Unisex,Accessories,Headwear,Caps,Black,Fall,2011,Casual,Puma Unisex Unisex Cat Logo Black Caps
13162,Unisex,Accessories,Headwear,Caps,White,Fall,2011,Casual,Puma Unisex Unisex Cat Logo White Caps
13163,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,Skechers Women Silver Coloured Shoes
13164,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Skechers Men Diamondback Black Sports Shoes
13165,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,Skechers Men Reliance Silver Sports Shoes
13166,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,Skechers Women Ultra Silver Sports Shoes
13167,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Skechers Men Prospeed Black Sports Shoes
13168,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,Skechers Women Smart Grey Sports Shoes
13169,Women,Footwear,Shoes,Flats,Black,Winter,2015,Casual,Skechers Women Double Agent Black Sandals
13170,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,2013,Casual,Skechers Men Berra Brown Casual Shoes
13171,Women,Footwear,Shoes,Sports Shoes,Navy Blue,Fall,2011,Sports,Skechers Women Bravos Navy Blue Sports Shoes
13172,Men,Footwear,Sandal,Sandals,Brown,Fall,2012,Casual,Skechers Men Summers Brown Sandals
13174,Women,Footwear,Shoes,Flats,Black,Winter,2015,Casual,Skechers Women Ever Lasting Black Sandals
13177,Unisex,Accessories,Bags,Waist Pouch,Blue,Winter,2015,Casual,Wildcraft Unisex Blue & Grey Convertable Sling Bag
13178,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,FILA Men Dls Nitrous White Sports Shoes
13179,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,FILA Men Dls Maxim Black Sports Shoes
13180,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,Fila Men Dls Maxim Silver Sports Shoes
13181,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Fila Men Dls Game White Sports Shoes
13182,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,FILA Men Dls Maxim Black Sports Shoes
13183,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Fila Men Dls 96 White Sports Shoes
13184,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,FILA Men Dls Spry Black Sports Shoes
13186,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Fila Men Black Stradd Shoes
13187,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013,Casual,Fila Men White Stradd Shoes
13188,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Fila Men Dls Spry Black Sports Shoes
13189,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Fila Men Dls Nitrous Black Sports Shoes
13190,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Fila Men Dls Game White Sports Shoes
13191,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2011,Casual,Puma Men Eco ortholite Green Casual Shoes
13192,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011,Casual,Puma Men Eco ortholite Blue Casual Shoes
13193,Unisex,Footwear,Flip Flops,Flip Flops,Green,Fall,2011,Casual,Puma Unisex Jive Green Slippers
13194,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Women Wirko White Casual Shoes
13195,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Men Track Cat Basic White Casual Shoes
13196,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Men Basket Clean Black Casual Shoes
13197,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Men Axis White Sports Shoes
13198,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011,Sports,ASICS Men Gel DS Sky Speed 2 Running Blue Sports Shoes
13199,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ASICS Men Gel Resolution Running White Sports Shoes
13201,Women,Footwear,Shoes,Sports Shoes,White,Spring,2012,Sports,ASICS Women Ilyeo II Running White Sports Shoes
13202,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ASICS Men Gel DS 16 Running White Sports Shoes
13203,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,ASICS Men Gel Cumulus Running Grey Sports Shoes
13204,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ASICS Men Gel Pulse III Running Black Sports Shoes
13205,Women,Footwear,Shoes,Sports Shoes,Grey,Spring,2012,Sports,ASICS Women Gel 1160 Running Grey Sports Shoes
13206,Men,Footwear,Shoes,Sports Shoes,Black,Spring,2012,Sports,ASICS Men GT 2160 Running Black Sports Shoes
13207,Men,Footwear,Shoes,Sports Shoes,Silver,Spring,2012,Sports,ASICS Men GT 2160 Running Blue Sports Shoes
13208,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ASICS Men Gel Enduro 7 Running Black Sports Shoes
13209,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011,Sports,ASICS Men Gel Challenger 8 Running Black Sports Shoes
13210,Women,Footwear,Shoes,Sports Shoes,White,Spring,2012,Sports,ASICS Women GT 2160 Running White Sports Shoes
13211,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ASICS Women Gel Pulse 3 Running Black Sports Shoes
13212,Women,Footwear,Shoes,Sports Shoes,Grey,Spring,2012,Sports,ASICS Women Gel Spree Running Grey Sports Shoes
13213,Women,Footwear,Shoes,Sports Shoes,White,Spring,2012,Sports,ASICS Women Gel Cumulus Running White Sports Shoes
13214,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ASICS Men Gel 1160 Running White Sports Shoes
13215,Men,Footwear,Shoes,Sports Shoes,Grey,Spring,2012,Sports,ASICS Men Gel Enduro 7 Running Silver Sports Shoes
13216,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Palm Tree Kids Boys Solid White Shirts
13217,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Palm Tree Kids Boys Solid White Shirts
13218,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Palm Tree Kids Boys Solid White Shirts
13219,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Palm Tree Kids Boys Solid White Shirts
13220,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Palm Tree Kids Boys Printed Blue Tshirts
13221,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Palm Tree Kids Boys Printed Blue Tshirts
13222,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011,Casual,Palm Tree Kids Boys Washed Blue Shorts
13223,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011,Casual,Palm Tree Kids Boys Washed Blue Shorts
13224,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,Palm Tree Kids Boys Printed Blue Sweatshirts
13225,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,Palm Tree Kids Boys Printed Blue Sweatshirts
13226,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,Palm Tree Kids Boys Printed Brown Tshirts
13227,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,Palm Tree Kids Boys Printed Brown Tshirts
13228,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011,Casual,Palm Tree Kids Boy Solid Navy Blue Trousers
13229,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011,Casual,Palm Tree Kids Boy Solid Navy Blue Trousers
13230,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011,Casual,Palm Tree Kids Boys Washed Blue Shorts
13231,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011,Casual,Palm Tree Kids Boys Washed Blue Shorts
13232,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011,Casual,Palm Tree Kids Boys Printed Orange Tshirts
13233,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011,Casual,Palm Tree Kids Boys Printed Orange Tshirts
13234,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Palm Tree Kids Boys Stripes Blue Tshirts
13235,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Palm Tree Kids Boys Stripes Blue Tshirts
13236,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011,Casual,Palm Tree Kids Boys Washed Blue Shorts
13237,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011,Casual,Palm Tree Kids Boys Washed Blue Shorts
13238,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,Palm Tree Kids Boys Printed Brown Tshirts
13239,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,Palm Tree Kids Boys Printed Brown Tshirts
13240,Men,Apparel,Topwear,Jackets,White,Fall,2011,Casual,Palm Tree Kids Boys Solid White Jackets
13241,Men,Apparel,Topwear,Jackets,White,Fall,2011,Casual,Palm Tree Kids Boys Solid White Jackets
13242,Men,Apparel,Bottomwear,Shorts,Beige,Fall,2011,Casual,Palm Tree Kids Boys Solid Beige Shorts
13243,Men,Apparel,Bottomwear,Shorts,Beige,Fall,2011,Casual,Palm Tree Kids Boys Solid Beige Shorts
13244,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011,Casual,Palm Tree Kids Boys Solid Black Shorts
13245,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011,Casual,Palm Tree Kids Boys Solid Black Shorts
13246,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Palm Tree Kids Boy Washed Blue Jeans
